YEAR,MONTH,STATEFIP,WTFINL,EARNWEEK2,AGE,SEX,OCC,UHRSWORKT,EDUC
2023,10,16,1201.3503,230.0,50,1,5600,997,73
2023,10,28,1272.4506,910.0,34,1,440,40,73
2023,10,38,606.2313,1116.0,23,2,800,40,111
2023,10,16,1150.4563,2300.0,62,1,440,40,111
2023,10,56,458.6034,2400.0,41,1,1541,40,81
2023,10,54,817.2708,2880.0,42,2,350,40,123
2023,10,51,4898.0261,1920.0,56,2,2310,40,111
2023,10,37,6686.4749,376.0,16,1,9645,25,60
2023,10,19,2584.3971,1730.0,49,1,4840,48,92
2023,10,54,982.1439,288.0,18,1,5120,24,81
2023,10,6,5387.7959,7717.69,57,1,1430,40,111
2023,10,28,1350.246,962.0,39,2,7750,40,81
2023,10,21,6421.1327,1020.0,45,1,1050,40,111
2023,10,55,3801.5393,924.0,49,2,3603,34,81
2023,10,21,4512.5905,52.0,19,2,4220,15,81
2023,10,11,282.9545,2884.61,37,1,440,40,123
2023,10,34,4450.7198,2500.0,53,2,110,70,111
2023,10,13,6359.5576,900.0,50,2,3645,42,111
2023,10,37,6113.6226,312.0,27,1,9640,24,73
2023,10,6,2823.1239,520.0,65,2,3720,75,123
2023,10,36,5677.6441,3560.0,58,1,10,40,111
2023,10,17,4414.4988,2884.61,31,2,5610,40,111
2023,10,17,3755.0867,648.0,66,2,4720,37,81
2023,10,18,5311.4184,692.0,25,2,4510,40,81
2023,10,28,1286.1731,1920.0,56,2,2310,40,111
2023,10,30,553.6733,778.0,63,1,6305,40,73
2023,10,25,2477.9534,1068.0,72,2,3258,16,123
2023,10,42,4238.1215,2884.61,45,2,800,40,111
2023,10,37,6163.2097,760.0,34,1,20,40,81
2023,10,5,1406.1642,580.0,48,1,8990,40,73
2023,10,30,613.0531,1400.0,54,1,3930,44,92
2023,10,48,4722.2294,1160.0,50,2,4700,40,81
2023,10,41,2405.4106,756.0,27,1,3930,40,73
2023,10,25,4012.558,1730.0,40,2,3255,65,111
2023,10,34,4293.8375,962.0,24,2,1920,40,111
2023,10,47,4098.1798,1540.0,37,2,350,40,111
2023,10,32,3206.0014,1500.0,27,1,1360,40,111
2023,10,39,3918.1299,330.0,58,2,4760,20,111
2023,10,4,3954.9674,1920.0,33,1,4760,40,92
2023,10,8,3884.6776,1350.0,40,2,220,50,111
2023,10,5,1563.6033,1600.0,42,1,7315,50,81
2023,10,49,2086.286,1440.0,32,2,2310,40,123
2023,10,36,6701.1708,144.0,18,1,4000,12,71
2023,10,55,5648.7042,1690.0,23,2,1530,40,111
2023,10,10,920.0237,590.0,37,2,2300,40,73
2023,10,34,6094.4732,1730.0,35,1,4700,70,111
2023,10,19,2630.5252,810.0,27,2,3300,45,92
2023,10,17,3997.5426,854.0,52,2,1006,40,73
2023,10,50,650.3292,800.0,21,1,4020,40,73
2023,10,39,2999.1018,1076.0,72,2,2006,30,123
2023,10,4,8131.0877,1210.0,47,1,4850,55,81
2023,10,27,3361.5114,1440.0,39,1,6230,32,91
2023,10,5,1718.5967,600.0,55,2,5840,40,111
2023,10,34,6638.7542,808.0,26,1,735,40,111
2023,10,46,545.0906,7717.69,34,2,3090,40,124
2023,10,25,2519.5402,152.0,45,2,3603,10,30
2023,10,25,3037.5487,2020.0,60,1,705,40,81
2023,10,13,4172.3453,1730.0,35,2,3255,40,111
2023,10,53,4015.9614,1920.0,41,1,5240,40,73
2023,10,9,2457.5508,674.0,60,2,4760,40,73
2023,10,15,603.7478,1100.0,75,1,150,40,111
2023,10,48,3452.6209,962.0,69,2,2310,40,111
2023,10,54,843.9943,1410.0,41,1,7000,40,111
2023,10,12,4927.7303,1250.0,31,2,2040,40,124
2023,10,38,585.9897,720.0,26,1,5160,40,111
2023,10,45,5015.2898,1000.0,31,1,9130,997,73
2023,10,2,473.8816,800.0,32,2,3255,40,111
2023,10,11,378.0343,7717.69,56,1,1021,50,123
2023,10,17,3999.2408,690.0,48,2,4720,40,30
2023,10,17,4097.0392,2500.0,45,1,8640,40,111
2023,10,51,4820.2528,1020.0,27,2,2320,40,111
2023,10,40,2077.261,1350.0,41,2,5240,40,73
2023,10,5,1673.2385,826.0,46,2,8740,40,20
2023,10,6,3915.5398,200.0,38,2,4850,31,91
2023,10,47,3165.0798,770.0,41,2,5120,40,73
2023,10,6,4021.5099,800.0,47,1,5120,40,73
2023,10,34,4532.3044,864.0,51,2,4020,28,91
2023,10,37,4383.5737,290.0,43,1,5240,20,60
2023,10,11,354.4974,1960.0,29,1,420,50,111
2023,10,29,4191.5318,450.0,62,2,4200,40,111
2023,10,48,6248.3229,1710.0,27,1,7210,40,81
2023,10,29,6793.5342,1000.0,26,1,4251,40,81
2023,10,36,4970.3798,2260.0,53,2,4700,40,111
2023,10,13,3861.8865,960.0,28,1,7340,40,73
2023,10,54,822.6916,360.0,42,2,4230,30,81
2023,10,17,3820.0683,1500.0,41,1,4850,50,73
2023,10,6,4551.5526,228.0,25,2,4622,20,111
2023,10,35,2003.743,464.0,34,1,150,40,73
2023,10,2,516.6157,2884.61,52,1,310,40,73
2023,10,23,1550.2152,1670.0,37,2,4700,45,73
2023,10,36,2802.6594,150.0,80,2,4230,20,71
2023,10,15,1381.7413,300.0,35,2,4720,20,30
2023,10,48,4876.0243,1186.0,43,1,2004,79,91
2023,10,51,8731.0117,1260.0,40,1,8650,997,81
2023,10,29,4179.3953,2600.0,34,2,2100,40,124
2023,10,33,880.3282,1400.0,51,2,20,60,73
2023,10,25,2996.7487,2300.0,63,1,1006,52,123
2023,10,33,1673.8239,640.0,22,1,4760,40,81
2023,10,15,950.1813,7717.69,29,1,4840,30,111
2023,10,6,4310.4715,2884.61,49,1,1021,40,123
2023,10,29,4489.2772,844.0,29,1,5600,40,81
2023,10,53,4768.9733,2100.0,52,1,440,67,111
2023,10,1,2601.2831,2300.0,24,2,2360,40,111
2023,10,26,4810.2496,1000.0,20,1,6355,40,81
2023,10,36,6594.8459,280.0,24,1,6410,30,81
2023,10,24,8078.8922,694.0,57,2,4230,36,73
2023,10,41,3038.8023,1200.0,50,1,6400,40,30
2023,10,11,418.2261,1850.0,26,2,3255,40,111
2023,10,12,4337.8563,576.0,25,1,7260,40,73
2023,10,36,3837.0395,1500.0,60,2,3802,56,73
2023,10,23,2220.7845,1120.0,40,1,6230,40,73
2023,10,41,2349.8649,240.0,52,1,2350,6,111
2023,10,12,4859.6737,880.0,49,2,4020,40,73
2023,10,6,3386.9751,2000.0,41,2,4522,40,111
2023,10,9,3069.1284,826.0,64,1,9640,40,81
2023,10,17,4821.4158,990.0,54,2,5000,55,92
2023,10,53,6876.0185,866.0,29,1,5160,30,91
2023,10,17,6737.0745,510.0,39,2,4700,997,73
2023,10,46,692.5834,962.0,34,2,5240,40,111
2023,10,28,1591.4116,754.0,29,2,6040,40,73
2023,10,54,721.0246,384.0,51,1,6355,997,73
2023,10,31,1768.9859,480.0,27,2,5740,32,111
2023,10,19,2515.7209,1440.0,55,2,3500,36,73
2023,10,39,4962.6333,1210.0,31,2,2001,40,123
2023,10,16,783.4786,2120.0,32,1,1530,40,125
2023,10,48,5041.9217,1450.0,36,2,440,40,123
2023,10,39,3508.4754,650.0,54,2,7700,40,73
2023,10,38,525.0902,1096.0,53,2,350,55,111
2023,10,26,4679.6465,450.0,25,1,6050,50,40
2023,10,17,4276.9158,750.0,46,2,5140,15,123
2023,10,48,5493.5934,1154.0,34,2,2014,40,111
2023,10,48,5028.5692,2000.0,63,1,4700,50,73
2023,10,12,5597.281,1350.0,57,1,1410,40,92
2023,10,18,3802.4415,1058.0,52,1,440,45,92
2023,10,48,3556.326,376.0,17,1,4110,40,60
2023,10,6,3256.796,360.0,43,2,3602,30,81
2023,10,11,829.2357,3560.0,32,2,2100,40,124
2023,10,48,5072.0649,800.0,41,1,5240,40,92
2023,10,45,4604.783,1000.0,28,2,10,40,123
2023,10,22,1626.668,962.0,23,2,2320,40,111
2023,10,34,3502.9165,2980.0,49,2,110,45,125
2023,10,17,5149.5998,1300.0,27,1,2545,48,92
2023,10,22,1626.4353,476.0,54,2,5000,28,73
2023,10,12,4475.2448,962.0,69,2,4810,40,81
2023,10,12,6451.0304,1154.0,56,2,800,40,111
2023,10,54,822.6916,350.0,44,2,4020,40,81
2023,10,42,4766.0296,1830.0,24,1,1021,40,111
2023,10,49,1698.9194,680.0,54,2,5110,40,81
2023,10,34,6746.0296,300.0,18,1,9640,25,60
2023,10,12,4495.4512,174.0,68,1,2360,997,111
2023,10,53,4948.5866,768.0,25,1,3550,40,111
2023,10,6,5262.4765,450.0,25,1,9600,40,71
2023,10,11,320.6883,1920.0,33,1,1360,40,111
2023,10,9,2922.3638,640.0,56,2,4020,997,73
2023,10,47,6498.0869,946.0,32,2,5740,38,111
2023,10,46,667.8913,1000.0,39,2,4920,997,111
2023,10,53,3738.8839,1000.0,31,2,6050,40,73
2023,10,22,2257.3588,700.0,22,1,7700,40,111
2023,10,19,2320.3368,288.0,47,2,5400,26,81
2023,10,13,3338.5086,306.0,18,2,4760,20,60
2023,10,48,5554.8408,1680.0,37,1,9130,60,73
2023,10,55,3325.6357,1040.0,31,2,1555,40,73
2023,10,2,589.1484,962.0,41,1,9310,60,91
2023,10,12,5286.3303,600.0,53,1,4965,40,73
2023,10,26,4190.7229,482.0,47,2,4200,35,73
2023,10,1,1759.6867,232.0,72,2,5260,17,111
2023,10,24,8549.8391,946.0,27,2,5521,45,92
2023,10,6,6917.4424,576.0,21,1,9610,40,73
2023,10,6,5842.44,650.0,24,1,6410,40,2
2023,10,55,3611.7962,3600.0,49,1,10,40,81
2023,10,40,2222.1482,2400.0,47,1,7340,40,73
2023,10,42,6433.1831,1380.0,29,2,3090,997,124
2023,10,35,899.0938,1540.0,40,2,3258,40,111
2023,10,27,3800.5039,1088.0,30,2,3255,997,91
2023,10,18,4505.3068,600.0,58,2,5400,40,73
2023,10,41,2753.5425,600.0,31,2,4110,28,73
2023,10,8,4518.7635,1970.0,31,1,6260,40,73
2023,10,40,2814.8694,1790.0,51,1,7750,54,73
2023,10,6,5117.5242,1380.0,27,2,3090,75,124
2023,10,44,1413.1749,2500.0,37,1,10,40,123
2023,10,30,592.4579,1750.0,52,1,1006,40,91
2023,10,36,5083.5232,1720.0,38,2,2014,40,123
2023,10,53,4934.7543,750.0,50,1,7200,40,20
2023,10,39,4951.3311,480.0,58,1,4220,34,81
2023,10,38,532.4889,1076.0,31,2,2014,40,111
2023,10,32,2057.2841,800.0,30,2,3603,40,71
2023,10,41,2531.8948,1520.0,42,1,910,40,111
2023,10,16,1062.8087,2000.0,26,1,1350,40,111
2023,10,6,4658.1616,7717.69,59,1,1900,40,111
2023,10,12,5599.56,694.0,43,2,4760,30,123
2023,10,9,5038.7487,736.0,32,2,3603,32,81
2023,10,6,3699.0105,1320.0,51,1,3802,40,91
2023,10,48,5773.3995,360.0,25,2,3255,24,111
2023,10,25,3711.1685,2884.61,24,1,10,45,111
2023,10,39,5708.7643,396.0,36,1,8990,997,81
2023,10,6,3739.9621,1250.0,58,2,3500,40,91
2023,10,6,3927.6792,680.0,69,1,4020,38,111
2023,10,41,2370.6924,1350.0,48,2,5740,40,123
2023,10,33,951.7433,800.0,34,2,5320,40,111
2023,10,6,3925.7264,320.0,23,2,4760,20,111
2023,10,21,3246.6806,600.0,48,2,6050,40,73
2023,10,53,3896.9234,476.0,42,1,4840,40,81
2023,10,17,3984.9226,2120.0,54,2,800,40,111
2023,10,8,4665.6138,2880.0,30,2,705,997,123
2023,10,11,346.0974,1920.0,28,1,1240,40,111
2023,10,54,725.3603,1116.0,47,2,960,40,73
2023,10,55,4154.9221,1000.0,52,2,2012,40,73
2023,10,22,1525.3459,924.0,53,1,220,50,73
2023,10,24,6349.1302,708.0,31,1,6230,40,73
2023,10,44,1050.0758,720.0,45,2,3603,40,73
2023,10,4,4614.0112,986.0,26,1,7320,35,81
2023,10,6,3553.4209,760.0,34,2,5240,50,92
2023,10,12,4018.4099,1050.0,38,1,1021,40,111
2023,10,39,5180.6228,800.0,57,1,9720,40,73
2023,10,25,3335.0369,1940.0,45,1,1551,997,73
2023,10,26,5022.9975,1920.0,45,2,750,45,81
2023,10,11,623.9876,1350.0,51,2,440,40,73
2023,10,54,745.5944,1350.0,47,1,5540,40,73
2023,10,27,4041.8308,750.0,27,2,7810,40,30
2023,10,41,2176.0025,2100.0,32,1,565,40,124
2023,10,12,4611.4472,1250.0,28,1,1360,45,111
2023,10,18,4201.0767,1058.0,44,2,2330,37,123
2023,10,17,9364.0768,1440.0,29,1,9130,40,81
2023,10,12,4080.6543,608.0,19,1,3649,40,81
2023,10,44,1302.3928,180.0,67,1,3930,12,92
2023,10,36,3890.1533,1200.0,62,2,750,40,111
2023,10,30,630.8735,1520.0,46,1,6305,40,71
2023,10,6,3699.5171,1860.0,63,2,3255,48,111
2023,10,12,4923.1337,1000.0,49,1,8225,40,73
2023,10,6,4653.718,2300.0,43,1,940,44,123
2023,10,8,4226.3197,1250.0,18,2,4110,35,73
2023,10,25,2916.4691,2180.0,57,2,2015,38,111
2023,10,6,5066.1167,1120.0,33,1,7315,40,73
2023,10,25,3933.5031,1630.0,35,1,5860,45,111
2023,10,17,5278.9357,550.0,58,2,2350,22,123
2023,10,39,4959.124,1250.0,36,2,4810,35,111
2023,10,51,6084.4091,1440.0,29,1,4930,42,111
2023,10,44,1684.6273,824.0,37,2,5330,40,73
2023,10,13,4647.5586,530.0,30,2,7810,35,73
2023,10,10,807.0168,44.0,28,2,4220,3,123
2023,10,48,4247.5667,1064.0,67,2,8740,28,73
2023,10,4,5315.573,208.0,20,1,2350,15,81
2023,10,18,3544.3712,700.0,47,1,7855,24,73
2023,10,19,2208.6605,2540.0,43,1,6230,50,111
2023,10,31,1697.7809,400.0,38,2,5860,997,81
2023,10,4,4103.6104,846.0,67,2,3602,40,81
2023,10,12,4263.2397,886.0,20,2,4720,40,81
2023,10,53,3877.6396,976.0,33,2,7810,40,111
2023,10,22,1635.4714,800.0,32,2,4700,40,81
2023,10,36,4234.8194,650.0,48,2,5120,40,92
2023,10,53,4338.0093,720.0,22,2,5240,40,111
2023,10,13,8656.335,940.0,32,1,2555,40,111
2023,10,22,3148.2165,1400.0,35,1,7700,40,81
2023,10,39,5474.6807,1080.0,25,2,3220,40,92
2023,10,32,2715.2697,1690.0,24,1,2545,40,111
2023,10,18,5181.6307,880.0,22,2,8740,40,73
2023,10,46,667.8913,692.0,39,2,5160,40,111
2023,10,26,4450.1669,1182.0,40,1,1555,40,81
2023,10,36,4783.0058,600.0,54,1,8225,40,73
2023,10,10,867.2478,680.0,33,1,735,60,81
2023,10,51,4884.8655,770.0,47,2,4600,40,81
2023,10,48,5437.5077,1230.0,62,2,5000,40,111
2023,10,5,1513.2191,1630.0,24,2,4700,40,111
2023,10,36,4100.4627,600.0,30,1,4055,40,40
2023,10,51,6609.4779,880.0,33,1,9620,40,81
2023,10,1,2799.3141,646.0,49,2,5420,40,81
2023,10,16,926.954,1750.0,32,1,3255,24,111
2023,10,17,3974.3467,576.0,61,1,4220,40,73
2023,10,15,787.174,600.0,66,2,4230,60,73
2023,10,38,527.9504,2500.0,35,1,220,40,91
2023,10,25,3919.9488,1940.0,42,1,1555,48,123
2023,10,16,1213.2253,542.0,34,2,5510,55,73
2023,10,13,5720.562,676.0,37,2,5240,45,111
2023,10,6,4264.0393,680.0,35,1,8810,40,50
2023,10,56,392.4284,544.0,35,1,9130,32,73
2023,10,39,4951.3311,1770.0,58,1,4710,40,73
2023,10,28,1263.4313,520.0,64,1,7700,40,73
2023,10,17,4351.7491,780.0,20,2,310,42,81
2023,10,39,10222.1762,1640.0,63,1,3300,64,111
2023,10,4,4435.8764,802.0,37,1,4720,40,81
2023,10,17,4759.7564,1440.0,27,1,850,40,111
2023,10,39,4647.9138,1220.0,31,2,3310,36,91
2023,10,47,3225.4246,2220.0,42,1,9130,70,123
2023,10,56,376.6225,1200.0,41,1,9130,50,60
2023,10,26,3994.1646,700.0,65,1,9130,50,81
2023,10,46,710.2001,880.0,57,1,7350,40,20
2023,10,12,5026.9004,2500.0,50,2,120,50,123
2023,10,26,5035.8392,934.0,37,1,2310,40,111
2023,10,39,3432.061,1440.0,63,2,4830,40,81
2023,10,53,3145.3408,1350.0,42,2,640,50,111
2023,10,33,912.8388,884.0,34,2,4600,997,81
2023,10,47,3260.5272,770.0,64,1,3050,40,125
2023,10,48,5359.351,232.0,44,2,2360,31,111
2023,10,16,1269.1575,534.0,18,2,2700,30,73
2023,10,5,1243.9536,450.0,75,2,4940,30,73
2023,10,29,4536.2873,712.0,26,2,2001,40,123
2023,10,12,6585.6757,820.0,33,2,3255,40,92
2023,10,6,3550.5517,616.0,35,2,5810,40,73
2023,10,42,3513.6208,880.0,60,2,5740,40,73
2023,10,30,888.0022,938.0,22,1,6260,40,73
2023,10,12,5231.2109,900.0,51,2,9130,40,73
2023,10,10,1224.7664,604.0,32,1,9645,40,60
2023,10,36,4588.2914,1520.0,48,2,3870,40,111
2023,10,55,2684.6493,680.0,35,1,4230,40,40
2023,10,51,4315.8512,2400.0,51,2,2310,40,123
2023,10,6,5262.4765,1038.0,28,1,2002,40,111
2023,10,6,4098.9297,192.0,26,2,4435,997,111
2023,10,46,651.2435,274.0,72,2,4020,20,50
2023,10,6,3656.482,800.0,30,2,3230,40,111
2023,10,48,5359.351,1116.0,41,2,110,40,123
2023,10,5,1458.1641,962.0,41,2,5710,40,111
2023,10,17,3851.5909,1600.0,37,1,4850,40,92
2023,10,17,3900.5021,2884.61,29,1,1021,40,111
2023,10,49,3044.0541,700.0,24,1,8100,40,111
2023,10,16,1432.6376,232.0,20,2,4110,15,81
2023,10,48,5181.9339,634.0,46,1,4251,40,30
2023,10,48,5943.331,1154.0,55,1,3930,28,91
2023,10,6,4245.3561,1000.0,29,2,4710,40,111
2023,10,32,2494.5652,1320.0,58,1,565,40,123
2023,10,55,2842.2318,1112.0,38,1,8600,40,91
2023,10,48,4581.526,1000.0,60,1,7210,40,73
2023,10,42,3905.5605,1500.0,52,1,7700,40,81
2023,10,54,833.226,276.0,38,2,4230,40,81
2023,10,29,4180.5585,1530.0,36,1,1032,52,111
2023,10,25,3415.687,924.0,27,2,4640,58,123
2023,10,17,3817.8918,1380.0,30,1,4251,55,73
2023,10,30,603.5219,1920.0,64,1,800,60,111
2023,10,24,6015.2108,2580.0,47,1,1108,40,92
2023,10,29,5009.622,880.0,24,1,8990,40,73
2023,10,47,4514.4375,2884.61,55,1,4840,45,111
2023,10,41,3552.0534,1660.0,27,1,6200,40,73
2023,10,39,4413.1452,1700.0,60,1,7700,40,92
2023,10,19,2996.9051,300.0,22,1,350,30,111
2023,10,6,4095.7337,890.0,23,2,5120,40,92
2023,10,6,3694.5144,2884.61,52,1,845,40,125
2023,10,17,4492.444,350.0,25,1,4220,40,71
2023,10,17,3756.3331,1680.0,33,1,3740,997,81
2023,10,45,2434.0975,450.0,56,2,440,40,73
2023,10,48,4088.9497,654.0,59,2,3300,40,91
2023,10,26,4385.0473,980.0,24,2,9640,40,111
2023,10,11,336.6613,2600.0,69,1,220,40,81
2023,10,27,3314.2597,2000.0,53,1,2360,42,123
2023,10,21,3054.2021,1200.0,36,2,4510,40,73
2023,10,38,492.8546,900.0,42,1,1460,40,92
2023,10,29,4259.5308,692.0,21,2,7750,40,73
2023,10,20,2226.0981,924.0,31,1,4330,40,81
2023,10,19,2208.6605,856.0,42,1,9620,45,73
2023,10,28,1275.4314,376.0,18,2,4720,25,60
2023,10,45,3675.3434,492.0,20,1,7750,40,73
2023,10,19,2602.0282,1500.0,47,1,10,44,111
2023,10,54,998.9237,7717.69,24,1,5610,40,73
2023,10,17,4283.4011,1460.0,30,2,1825,45,123
2023,10,29,4383.8929,680.0,51,2,5240,40,73
2023,10,6,4629.3942,1540.0,45,1,20,40,111
2023,10,6,4608.3523,340.0,21,2,5240,20,92
2023,10,48,6341.3765,3460.0,45,1,5240,40,111
2023,10,53,4253.2383,2600.0,54,1,205,40,111
2023,10,12,4461.3899,1040.0,70,1,1021,40,73
2023,10,6,4545.5937,1540.0,30,1,705,40,111
2023,10,36,4121.0295,420.0,55,2,4600,30,73
2023,10,19,2909.0641,188.0,21,2,4720,15,73
2023,10,42,3456.9682,900.0,61,2,2040,40,123
2023,10,6,4869.5708,500.0,34,1,6260,40,73
2023,10,18,3964.7441,1540.0,57,1,9130,70,81
2023,10,31,1622.1652,300.0,17,2,2700,6,60
2023,10,36,4704.1741,432.0,33,2,3601,27,81
2023,10,46,687.7431,880.0,32,1,7200,40,81
2023,10,8,7757.0094,900.0,46,1,7810,40,20
2023,10,6,3745.2582,1770.0,36,2,1825,997,123
2023,10,6,4816.3286,2880.0,61,2,1021,40,123
2023,10,54,878.3259,250.0,18,2,4720,20,81
2023,10,56,485.2326,1112.0,53,1,8600,40,73
2023,10,53,3946.2518,7717.69,43,1,20,60,111
2023,10,6,4182.5701,1098.0,57,2,3602,40,111
2023,10,21,2811.0957,880.0,42,2,4220,40,111
2023,10,2,620.4796,200.0,21,2,2545,20,81
2023,10,34,4566.3077,1960.0,35,2,3255,40,111
2023,10,56,338.0521,692.0,39,1,6710,40,73
2023,10,37,4470.7026,2500.0,56,1,440,40,111
2023,10,31,1657.4657,1420.0,43,2,800,40,111
2023,10,4,2759.4567,1600.0,45,2,565,52,124
2023,10,32,2976.1682,760.0,22,1,7220,40,111
2023,10,15,729.7493,1350.0,62,2,4920,40,73
2023,10,37,4163.5848,300.0,59,2,2012,997,123
2023,10,22,1821.8033,400.0,44,2,4810,997,111
2023,10,27,3723.8401,760.0,32,2,4655,38,73
2023,10,6,3597.8756,1330.0,33,1,1760,40,125
2023,10,36,3114.503,1154.0,34,1,440,40,111
2023,10,21,3062.3004,336.0,18,2,4965,24,73
2023,10,48,4170.4212,1580.0,45,1,3255,40,111
2023,10,48,4751.7244,2884.61,67,1,5550,45,111
2023,10,41,2958.509,306.0,29,2,4760,12,73
2023,10,12,5221.3764,1970.0,28,2,2740,25,73
2023,10,44,1824.5048,1086.0,38,2,5250,35,81
2023,10,30,739.9557,1800.0,34,1,5160,40,92
2023,10,24,6667.7937,2884.61,51,1,3220,40,111
2023,10,6,4048.0729,600.0,49,2,8800,997,73
2023,10,27,3976.2514,1600.0,28,2,3255,36,111
2023,10,6,4561.4278,2780.0,40,1,440,40,111
2023,10,39,4109.1302,1540.0,43,2,230,42,123
2023,10,16,1162.6907,732.0,20,1,4760,40,81
2023,10,45,3038.8756,1162.0,60,1,2360,38,111
2023,10,33,913.5157,592.0,43,2,6410,32,92
2023,10,12,5245.3657,1330.0,54,1,2320,40,111
2023,10,22,1968.5727,904.0,36,2,5310,40,92
2023,10,28,1238.2943,1620.0,39,1,1551,84,123
2023,10,6,5301.6919,1350.0,28,2,5940,40,111
2023,10,36,5726.0092,600.0,56,2,3601,40,111
2023,10,48,4504.1152,800.0,34,2,5740,40,71
2023,10,6,3650.465,900.0,64,2,2721,20,123
2023,10,25,3224.8219,130.0,19,2,5400,10,81
2023,10,48,6060.4256,1210.0,26,2,2310,40,111
2023,10,13,4756.7639,720.0,34,1,2920,40,81
2023,10,37,4330.3054,1500.0,37,1,9130,70,73
2023,10,48,4837.8338,7717.69,48,2,800,40,111
2023,10,26,4395.7785,1730.0,46,1,800,40,123
2023,10,25,3917.7154,1830.0,32,1,440,40,73
2023,10,2,604.2271,1100.0,41,2,420,40,73
2023,10,38,561.7868,680.0,46,2,4020,40,73
2023,10,46,705.9753,226.0,17,2,4600,15,71
2023,10,46,695.7586,2800.0,69,1,4700,50,123
2023,10,6,4230.9057,650.0,32,2,4110,25,92
2023,10,25,3152.7013,1350.0,27,2,5240,40,111
2023,10,35,1349.4208,450.0,31,2,4055,40,73
2023,10,51,3277.3753,530.0,69,2,440,40,81
2023,10,6,4417.6549,1280.0,43,1,2100,40,124
2023,10,49,2473.4006,168.0,23,2,5240,12,91
2023,10,41,2527.4258,2020.0,59,1,2830,40,111
2023,10,30,808.9333,330.0,31,2,4600,30,73
2023,10,12,4989.6401,600.0,46,2,5110,40,73
2023,10,20,2045.4539,2040.0,39,2,710,40,111
2023,10,30,791.7725,7717.69,32,2,3090,24,125
2023,10,23,2297.9714,1058.0,38,1,6305,50,73
2023,10,6,3534.65,300.0,48,2,4600,997,73
2023,10,47,3262.0794,924.0,35,1,2920,40,111
2023,10,1,3590.0168,700.0,33,1,7420,40,73
2023,10,34,6049.3297,1920.0,30,1,3870,40,111
2023,10,40,2642.6444,170.0,47,2,2310,16,111
2023,10,4,3976.6031,1380.0,61,2,5110,40,81
2023,10,30,713.8312,360.0,41,2,4010,30,92
2023,10,12,5029.8454,400.0,27,2,4720,40,2
2023,10,30,722.7154,1000.0,30,1,440,40,30
2023,10,55,3952.1608,1250.0,26,2,3255,36,111
2023,10,1,1837.351,3080.0,51,1,20,40,73
2023,10,10,964.2975,286.0,16,2,4720,997,50
2023,10,49,1699.2185,2300.0,54,2,3255,32,123
2023,10,48,4816.7565,360.0,35,1,9720,40,20
2023,10,54,822.6916,1800.0,43,2,3245,30,123
2023,10,36,5446.4623,1000.0,48,1,1021,52,111
2023,10,40,2116.9586,554.0,26,2,3640,40,73
2023,10,19,2266.0554,1750.0,74,1,810,20,111
2023,10,48,5964.8063,792.0,27,1,3740,40,92
2023,10,27,3723.8401,1154.0,30,2,5730,48,111
2023,10,48,4505.8803,760.0,47,2,5120,40,73
2023,10,34,4258.0969,540.0,68,2,4020,36,73
2023,10,46,705.9753,386.0,18,2,310,30,60
2023,10,42,4487.3627,674.0,54,2,5860,40,73
2023,10,48,7119.4489,1000.0,43,2,1108,40,123
2023,10,16,1225.8901,540.0,56,2,9130,40,91
2023,10,39,5399.8285,144.0,21,2,3960,12,81
2023,10,22,2341.1447,798.0,48,1,9130,42,73
2023,10,37,3940.3499,1310.0,46,1,1007,40,111
2023,10,21,3669.5925,1400.0,46,1,9130,50,73
2023,10,17,4211.3566,712.0,39,2,5000,40,111
2023,10,6,4279.9442,1750.0,70,1,9300,40,73
2023,10,11,369.8454,1600.0,43,2,51,40,111
2023,10,47,4959.3169,530.0,23,1,4030,40,50
2023,10,32,2759.5392,480.0,59,2,8800,24,111
2023,10,28,2252.2644,626.0,22,2,9640,25,81
2023,10,11,345.3996,2884.61,66,2,10,60,125
2023,10,9,4369.8157,720.0,44,2,5740,40,73
2023,10,6,4527.1025,2140.0,36,1,1760,40,111
2023,10,45,2737.326,2500.0,79,2,5740,40,92
2023,10,48,5928.2938,800.0,44,1,4252,40,30
2023,10,13,3657.9337,1440.0,28,1,1320,40,111
2023,10,39,4959.124,1380.0,36,2,2330,40,123
2023,10,17,4137.9222,1470.0,29,1,8650,40,92
2023,10,48,5085.6193,750.0,51,1,440,40,111
2023,10,17,3627.7807,720.0,39,1,5240,40,81
2023,10,53,7466.2493,1040.0,29,2,5740,40,111
2023,10,32,1968.8406,1540.0,48,1,335,40,73
2023,10,39,6156.6536,800.0,53,2,4640,60,73
2023,10,45,3359.2637,700.0,56,1,3870,40,81
2023,10,17,4696.3551,1600.0,45,1,4710,52,73
2023,10,13,3767.3733,7717.69,58,1,1108,40,92
2023,10,4,5022.9541,2060.0,48,2,3090,40,124
2023,10,48,4579.7225,1730.0,46,2,2310,40,111
2023,10,6,5715.0741,776.0,20,2,2360,40,81
2023,10,41,1937.9837,924.0,61,2,2205,20,125
2023,10,47,4940.1683,1300.0,43,1,845,40,111
2023,10,28,1359.2448,2000.0,38,2,2014,40,111
2023,10,53,4155.4518,440.0,52,2,4020,40,92
2023,10,56,392.4284,962.0,37,1,7210,40,91
2023,10,20,2153.3872,1790.0,49,1,110,40,111
2023,10,48,4076.5422,558.0,61,2,2310,40,111
